dose,signal_amplitude,leakage_current,noise_level
0.0,1009.9342830602246,0.42923146289747927,5.178893680174141
10101.0101010101,997.2347139765764,0.478967733861732,5.280392263184117
20202.0202020202,1012.9537707620138,0.4828642741736615,5.541525621587638
30303.030303030304,1030.4605971281605,0.4598861365389191,5.526901026017452
40404.0404040404,995.3169325055333,0.49193571441669953,4.311165316021454
50505.0505050505,995.3172608610164,0.5202025428407269,4.531087480042439
60606.06060606061,1031.5842563101478,0.5943092950605265,5.25751763360433
70707.0707070707,1015.3486945830582,0.508728890641592,5.256892975456104
80808.0808080808,990.610512281301,0.5128775195361382,5.257523843153024
90909.09090909091,1010.8512008717192,0.49627770421169165,6.92636574532736
101010.101010101,990.7316461437507,0.4040614392350479,5.285445255346583
111111.11111111111,990.6854049285948,0.49867430622753917,5.567782820090299
121212.12121212122,1004.8392454313207,0.5030115104970513,5.477000881746601
131313.1313131313,961.7343951068441,0.6231621056242643,5.325695625652899
141414.1414141414,965.5016433497393,0.4903819517609439,4.842365377679827
151515.15151515152,988.7542494151805,0.5150773671166806,5.379484610246633
161616.1616161616,979.7433775933115,0.4982644115147378,4.613587392731214
171717.1717171717,1006.2849466519054,0.44156609811902336,4.881590696629996
181818.18181818182,981.8395184895758,0.557141140725751,4.757318226085448
191919.19191919192,971.7539259732941,0.5375966516343387,5.040937069693161
202020.202020202,1029.312975378431,0.5395515973521523,6.157329283336754
212121.21212121213,995.4844739902693,0.45453062726026305,4.066367403704126
222222.22222222222,1001.3505640937585,0.570139715546805,5.343130095187257
232323.2323232323,971.5050362757308,0.42990744686038596,4.193642064405174
242424.24242424243,989.1123455094963,0.5293428546900135,4.764034067105284
252525.25252525252,1002.2184517941973,0.609522781290499,5.544475298483683
262626.2626262626,976.9801284515539,0.45047318374346557,5.0321400095477316
272727.2727272727,1007.5139603669135,0.4716851135198614,4.461127611035347
282828.2828282828,987.9872262016239,0.504982568254382,4.642348145370016
292929.29292929295,994.1661250041344,0.47482621729419006,5.339798874467338
303030.30303030304,987.9658677554121,0.42246682844669337,4.634816684141431
313131.31313131313,1037.0455636901788,0.5034281487403014,5.108229294790988
323232.3232323232,999.7300555052414,0.44688481431369476,5.0227859199519065
333333.3333333333,978.845781420882,0.5236796215317591,4.674199826197092
343434.3434343434,1016.4508982420638,0.45402878828830984,6.071972044662663
353535.3535353535,975.5831270005796,0.577496720250877,5.316959511159006
363636.36363636365,1004.1772719000951,0.46083733538318816,3.9874287066711966
373737.37373737374,960.8065975224044,0.4838969241897162,5.093227157384714
