dose,signal_amplitude_pre,leakage_current_pre,noise_level_pre,signal_norm_pre,signal_amplitude_post,leakage_current_post,noise_level_post,signal_norm_post,signal_retention,leakage_increase,noise_growth,damage_index
0.0,1009.9342830602246,0.4292314628974792,5.178893680174141,0.973857194342086,1009.9342830602246,0.4292314628974792,5.178893680174141,0.9894597410432248,1.0,1.0,1.0,0.0
10101.0101010101,997.2347139765764,0.478967733861732,5.280392263184117,0.9616112819846204,994.0837159026452,0.5027543913118274,5.30565720766171,0.9739305146983148,0.9968402643532471,1.0496623379164036,1.0047846718990452,0.017273009952877328
20202.0202020202,1012.9537707620138,0.4828642741736615,5.541525621587638,0.9767688192576248,1006.5524384860352,0.5304375890738523,5.592055510542824,0.9861464570872762,0.9936805287064945,1.098523161568754,1.0091184075299302,0.03426047199972255
30303.030303030304,1030.4605971281603,0.4598861365389191,5.526901026017452,0.9936502630235582,1020.6926478842006,0.5312461088892053,5.602695859450231,1.0,0.9905207930597419,1.155168783489187,1.0137138032825233,0.053609539539163274
40404.0404040404,995.3169325055331,0.4919357144166995,4.311165316021454,0.9597620079139432,982.737178939716,0.5870823442170812,4.412225093931827,0.9628140077003956,0.9873610574129892,1.1934127305906208,1.0234414063257578,0.0679513253619685
50505.0505050505,995.3172608610164,0.5202025428407269,4.531087480042439,0.9597623245398416,979.592563716162,0.6391358300912039,4.657412202430405,0.9597331437105624,0.9842013217662361,1.2286288079273988,1.0278795593650252,0.08085580525498051
60606.06060606061,1031.5842563101478,0.5943092950605265,5.25751763360433,0.994733782611636,1012.0270550263951,0.737029239761099,5.409107300469889,0.991510085944316,0.9810415861194834,1.2401442243740062,1.0288329355086985,0.08630160919138163
70707.0707070707,1015.3486945830582,0.508728890641592,5.256892975456104,0.9790781910971054,992.8910603339524,0.6752354927922598,5.433747586799256,0.9727620380063692,0.9778818504727307,1.3272992849701837,1.0336424218961404,0.11482491739703073
80808.0808080808,990.610512281301,0.5128775195361382,5.257523843153024,0.9552237114407536,965.5699734996753,0.7031707791369015,5.4596433989737685,0.945994835469042,0.9747221148259781,1.371030611310221,1.0384438686063153,0.13032030135811098
90909.09090909093,1010.8512008717192,0.4962777042116916,6.92636574532736,0.9747413578191776,982.1049977151044,0.7103576212625503,7.153750245625698,0.9621946427760748,0.9715623791792252,1.4313712166274168,1.0328288324149983,0.1497568207221898
